,Date,PageViews,Rank,Reach
221,2020-08-07,"{'PerMillion': '561', 'PerUser': '4.90'}",101,{'PerMillion': '4600'}
222,2020-08-08,"{'PerMillion': '654', 'PerUser': '5.00'}",103,{'PerMillion': '4600'}
223,2020-08-09,"{'PerMillion': '692', 'PerUser': '5.10'}",97,{'PerMillion': '4800'}
224,2020-08-10,"{'PerMillion': '528', 'PerUser': '4.60'}",95,{'PerMillion': '4800'}
225,2020-08-11,"{'PerMillion': '501', 'PerUser': '4.60'}",102,{'PerMillion': '4500'}
226,2020-08-12,"{'PerMillion': '562', 'PerUser': '4.80'}",92,{'PerMillion': '4800'}
227,2020-08-13,"{'PerMillion': '559', 'PerUser': '4.50'}",88,{'PerMillion': '5000'}
228,2020-08-14,"{'PerMillion': '543', 'PerUser': '4.80'}",99,{'PerMillion': '4500'}
229,2020-08-15,"{'PerMillion': '722', 'PerUser': '5.20'}",90,{'PerMillion': '4800'}
230,2020-08-16,"{'PerMillion': '772', 'PerUser': '5.30'}",81,{'PerMillion': '5200'}
231,2020-08-17,"{'PerMillion': '519', 'PerUser': '4.80'}",96,{'PerMillion': '4500'}
232,2020-08-18,"{'PerMillion': '522', 'PerUser': '4.60'}",94,{'PerMillion': '4700'}
233,2020-08-19,"{'PerMillion': '603', 'PerUser': '5.10'}",84,{'PerMillion': '4900'}
234,2020-08-20,"{'PerMillion': '548', 'PerUser': '5.10'}",94,{'PerMillion': '4400'}
235,2020-08-21,"{'PerMillion': '537', 'PerUser': '4.80'}",101,{'PerMillion': '4300'}
236,2020-08-22,"{'PerMillion': '659', 'PerUser': '5.30'}",105,{'PerMillion': '4100'}
237,2020-08-23,"{'PerMillion': '583', 'PerUser': '4.80'}",107,{'PerMillion': '4000'}
238,2020-08-24,"{'PerMillion': '470', 'PerUser': '5.00'}",111,{'PerMillion': '3900'}
239,2020-08-25,"{'PerMillion': '519', 'PerUser': '4.80'}",102,{'PerMillion': '4500'}
240,2020-08-26,"{'PerMillion': '477', 'PerUser': '4.80'}",107,{'PerMillion': '4100'}
241,2020-08-27,"{'PerMillion': '539', 'PerUser': '4.80'}",97,{'PerMillion': '4600'}
242,2020-08-28,"{'PerMillion': '476', 'PerUser': '4.60'}",109,{'PerMillion': '4100'}
243,2020-08-29,"{'PerMillion': '592', 'PerUser': '4.90'}",99,{'PerMillion': '4300'}
244,2020-08-30,"{'PerMillion': '520', 'PerUser': '4.60'}",108,{'PerMillion': '4000'}
245,2020-08-31,"{'PerMillion': '464', 'PerUser': '4.70'}",109,{'PerMillion': '4100'}
246,2020-09-01,"{'PerMillion': '476', 'PerUser': '5.00'}",109,{'PerMillion': '4000'}
247,2020-09-02,"{'PerMillion': '522', 'PerUser': '5.20'}",104,{'PerMillion': '4200'}
248,2020-09-03,"{'PerMillion': '490', 'PerUser': '4.70'}",106,{'PerMillion': '4300'}
249,2020-09-04,"{'PerMillion': '460', 'PerUser': '4.50'}",106,{'PerMillion': '4100'}
250,2020-09-05,"{'PerMillion': '559', 'PerUser': '5.00'}",105,{'PerMillion': '4000'}
251,2020-09-06,"{'PerMillion': '644', 'PerUser': '5.30'}",92,{'PerMillion': '4400'}
252,2020-09-07,"{'PerMillion': '488', 'PerUser': '4.80'}",107,{'PerMillion': '4100'}
253,2020-09-08,"{'PerMillion': '469', 'PerUser': '5.00'}",109,{'PerMillion': '4000'}
254,2020-09-09,"{'PerMillion': '468', 'PerUser': '4.80'}",104,{'PerMillion': '4200'}
255,2020-09-10,"{'PerMillion': '438', 'PerUser': '4.60'}",115,{'PerMillion': '4000'}
256,2020-09-11,"{'PerMillion': '427', 'PerUser': '4.90'}",123,{'PerMillion': '3600'}
257,2020-09-12,"{'PerMillion': '489', 'PerUser': '4.70'}",111,{'PerMillion': '3800'}
258,2020-09-13,"{'PerMillion': '532', 'PerUser': '4.60'}",109,{'PerMillion': '4100'}
259,2020-09-14,"{'PerMillion': '405', 'PerUser': '4.60'}",117,{'PerMillion': '3800'}
260,2020-09-15,"{'PerMillion': '488', 'PerUser': '5.20'}",109,{'PerMillion': '4000'}
261,2020-09-16,"{'PerMillion': '498', 'PerUser': '5.30'}",111,{'PerMillion': '4000'}
262,2020-09-17,"{'PerMillion': '442', 'PerUser': '4.60'}",114,{'PerMillion': '4100'}
263,2020-09-18,"{'PerMillion': '440', 'PerUser': '4.90'}",121,{'PerMillion': '3700'}
264,2020-09-19,"{'PerMillion': '440', 'PerUser': '4.70'}",133,{'PerMillion': '3500'}
265,2020-09-20,"{'PerMillion': '501', 'PerUser': '5.10'}",123,{'PerMillion': '3600'}
266,2020-09-21,"{'PerMillion': '446', 'PerUser': '4.90'}",116,{'PerMillion': '3900'}
267,2020-09-22,"{'PerMillion': '393', 'PerUser': '4.80'}",137,{'PerMillion': '3400'}
268,2020-09-23,"{'PerMillion': '398', 'PerUser': '4.60'}",126,{'PerMillion': '3700'}
269,2020-09-24,"{'PerMillion': '385', 'PerUser': '4.30'}",127,{'PerMillion': '3800'}
270,2020-09-25,"{'PerMillion': '364', 'PerUser': '4.80'}",149,{'PerMillion': '3200'}
271,2020-09-26,"{'PerMillion': '478', 'PerUser': '4.90'}",124,{'PerMillion': '3600'}
272,2020-09-27,"{'PerMillion': '448', 'PerUser': '4.60'}",126,{'PerMillion': '3600'}
