,Date,PageViews,Rank,Reach
84,2020-03-23,"{'PerMillion': '47', 'PerUser': '2.60'}",865,{'PerMillion': '710'}
85,2020-03-24,"{'PerMillion': '53', 'PerUser': '2.90'}",836,{'PerMillion': '720'}
86,2020-03-25,"{'PerMillion': '43', 'PerUser': '2.40'}",904,{'PerMillion': '700'}
87,2020-03-26,"{'PerMillion': '32', 'PerUser': '2.70'}",1343,{'PerMillion': '470'}
88,2020-03-27,"{'PerMillion': '42', 'PerUser': '2.40'}",910,{'PerMillion': '690'}
89,2020-03-28,"{'PerMillion': '53', 'PerUser': '2.50'}",794,{'PerMillion': '760'}
90,2020-03-29,"{'PerMillion': '62', 'PerUser': '2.60'}",689,{'PerMillion': '850'}
91,2020-03-30,"{'PerMillion': '48', 'PerUser': '2.80'}",854,{'PerMillion': '690'}
92,2020-03-31,"{'PerMillion': '43', 'PerUser': '2.70'}",941,{'PerMillion': '620'}
93,2020-04-01,"{'PerMillion': '42', 'PerUser': '3.10'}",1059,{'PerMillion': '560'}
94,2020-04-02,"{'PerMillion': '37', 'PerUser': '2.40'}",1022,{'PerMillion': '620'}
95,2020-04-03,"{'PerMillion': '37', 'PerUser': '2.00'}",958,{'PerMillion': '680'}
96,2020-04-04,"{'PerMillion': '49', 'PerUser': '2.90'}",1035,{'PerMillion': '590'}
97,2020-04-05,"{'PerMillion': '79', 'PerUser': '4.20'}",787,{'PerMillion': '660'}
98,2020-04-06,"{'PerMillion': '42', 'PerUser': '2.50'}",951,{'PerMillion': '640'}
99,2020-04-07,"{'PerMillion': '37', 'PerUser': '2.50'}",1090,{'PerMillion': '560'}
100,2020-04-08,"{'PerMillion': '38', 'PerUser': '2.70'}",1105,{'PerMillion': '550'}
101,2020-04-09,"{'PerMillion': '59', 'PerUser': '3.30'}",807,{'PerMillion': '680'}
102,2020-04-10,"{'PerMillion': '43', 'PerUser': '2.60'}",964,{'PerMillion': '630'}
103,2020-04-11,"{'PerMillion': '37', 'PerUser': '1.80'}",959,{'PerMillion': '710'}
104,2020-04-12,"{'PerMillion': '42', 'PerUser': '2.20'}",963,{'PerMillion': '660'}
105,2020-04-13,"{'PerMillion': '43', 'PerUser': '2.50'}",890,{'PerMillion': '660'}
106,2020-04-14,"{'PerMillion': '38', 'PerUser': '2.20'}",980,{'PerMillion': '660'}
107,2020-04-15,"{'PerMillion': '30', 'PerUser': '2.00'}",1157,{'PerMillion': '580'}
108,2020-04-16,"{'PerMillion': '34', 'PerUser': '2.10'}",1049,{'PerMillion': '610'}
109,2020-04-17,"{'PerMillion': '39', 'PerUser': '2.50'}",1000,{'PerMillion': '610'}
110,2020-04-18,"{'PerMillion': '39', 'PerUser': '2.00'}",975,{'PerMillion': '660'}
111,2020-04-19,"{'PerMillion': '97', 'PerUser': '4.90'}",697,{'PerMillion': '690'}
112,2020-04-20,"{'PerMillion': '35', 'PerUser': '2.50'}",1135,{'PerMillion': '550'}
113,2020-04-21,"{'PerMillion': '36', 'PerUser': '2.50'}",1097,{'PerMillion': '570'}
114,2020-04-22,"{'PerMillion': '39', 'PerUser': '2.50'}",1000,{'PerMillion': '620'}
115,2020-04-23,"{'PerMillion': '32', 'PerUser': '2.30'}",1140,{'PerMillion': '560'}
116,2020-04-24,"{'PerMillion': '40', 'PerUser': '2.80'}",1072,{'PerMillion': '550'}
117,2020-04-25,"{'PerMillion': '63', 'PerUser': '3.20'}",786,{'PerMillion': '690'}
118,2020-04-26,"{'PerMillion': '52', 'PerUser': '2.30'}",747,{'PerMillion': '800'}
119,2020-04-27,"{'PerMillion': '29', 'PerUser': '3.40'}",1727,{'PerMillion': '340'}
120,2020-04-28,"{'PerMillion': '36', 'PerUser': '2.60'}",1120,{'PerMillion': '550'}
121,2020-04-29,"{'PerMillion': '51', 'PerUser': '3.60'}",971,{'PerMillion': '550'}
122,2020-04-30,"{'PerMillion': '37', 'PerUser': '2.70'}",1127,{'PerMillion': '530'}
123,2020-05-01,"{'PerMillion': '35', 'PerUser': '2.80'}",1259,{'PerMillion': '460'}
124,2020-05-02,"{'PerMillion': '46', 'PerUser': '2.50'}",938,{'PerMillion': '660'}
125,2020-05-03,"{'PerMillion': '51', 'PerUser': '2.40'}",790,{'PerMillion': '730'}
126,2020-05-04,"{'PerMillion': '55', 'PerUser': '3.10'}",775,{'PerMillion': '700'}
127,2020-05-05,"{'PerMillion': '54', 'PerUser': '2.90'}",793,{'PerMillion': '710'}
128,2020-05-06,"{'PerMillion': '76', 'PerUser': '3.60'}",619,{'PerMillion': '830'}
129,2020-05-07,"{'PerMillion': '59', 'PerUser': '2.90'}",661,{'PerMillion': '810'}
130,2020-05-08,"{'PerMillion': '57', 'PerUser': '2.60'}",662,{'PerMillion': '830'}
131,2020-05-09,"{'PerMillion': '53', 'PerUser': '2.10'}",647,{'PerMillion': '880'}
132,2020-05-10,"{'PerMillion': '52', 'PerUser': '2.30'}",706,{'PerMillion': '810'}
133,2020-05-11,"{'PerMillion': '51', 'PerUser': '2.80'}",774,{'PerMillion': '720'}
134,2020-05-12,"{'PerMillion': '52', 'PerUser': '2.80'}",765,{'PerMillion': '750'}
135,2020-05-13,"{'PerMillion': '56', 'PerUser': '2.50'}",653,{'PerMillion': '900'}
