,Date,PageViews,Rank,Reach
201,2020-07-18,"{'PerMillion': '35', 'PerUser': '3.00'}",1415,{'PerMillion': '430'}
202,2020-07-19,"{'PerMillion': '41', 'PerUser': '2.70'}",1076,{'PerMillion': '550'}
203,2020-07-20,"{'PerMillion': '35', 'PerUser': '3.00'}",1182,{'PerMillion': '520'}
204,2020-07-21,"{'PerMillion': '32', 'PerUser': '2.70'}",1224,{'PerMillion': '510'}
205,2020-07-22,"{'PerMillion': '34', 'PerUser': '2.70'}",1162,{'PerMillion': '540'}
206,2020-07-23,"{'PerMillion': '42', 'PerUser': '3.20'}",1033,{'PerMillion': '550'}
207,2020-07-24,"{'PerMillion': '51', 'PerUser': '3.70'}",960,{'PerMillion': '570'}
208,2020-07-25,"{'PerMillion': '38', 'PerUser': '3.10'}",1334,{'PerMillion': '440'}
209,2020-07-26,"{'PerMillion': '34', 'PerUser': '2.60'}",1294,{'PerMillion': '480'}
210,2020-07-27,"{'PerMillion': '36', 'PerUser': '3.00'}",1141,{'PerMillion': '540'}
211,2020-07-28,"{'PerMillion': '33', 'PerUser': '3.00'}",1282,{'PerMillion': '470'}
212,2020-07-29,"{'PerMillion': '24', 'PerUser': '3.50'}",1950,{'PerMillion': '300'}
213,2020-07-30,"{'PerMillion': '40', 'PerUser': '3.50'}",1133,{'PerMillion': '510'}
214,2020-07-31,"{'PerMillion': '33', 'PerUser': '3.30'}",1403,{'PerMillion': '420'}
215,2020-08-01,"{'PerMillion': '51', 'PerUser': '3.20'}",921,{'PerMillion': '590'}
216,2020-08-02,"{'PerMillion': '33', 'PerUser': '3.00'}",1495,{'PerMillion': '390'}
217,2020-08-03,"{'PerMillion': '36', 'PerUser': '3.30'}",1267,{'PerMillion': '470'}
218,2020-08-04,"{'PerMillion': '40', 'PerUser': '3.30'}",1108,{'PerMillion': '530'}
219,2020-08-05,"{'PerMillion': '46', 'PerUser': '3.20'}",967,{'PerMillion': '600'}
220,2020-08-06,"{'PerMillion': '31', 'PerUser': '3.20'}",1480,{'PerMillion': '410'}
221,2020-08-07,"{'PerMillion': '31', 'PerUser': '2.80'}",1412,{'PerMillion': '440'}
222,2020-08-08,"{'PerMillion': '45', 'PerUser': '3.20'}",1157,{'PerMillion': '490'}
223,2020-08-09,"{'PerMillion': '48', 'PerUser': '3.30'}",1104,{'PerMillion': '510'}
224,2020-08-10,"{'PerMillion': '42', 'PerUser': '2.80'}",877,{'PerMillion': '630'}
225,2020-08-11,"{'PerMillion': '48', 'PerUser': '3.70'}",958,{'PerMillion': '530'}
226,2020-08-12,"{'PerMillion': '39', 'PerUser': '3.50'}",1188,{'PerMillion': '450'}
227,2020-08-13,"{'PerMillion': '34', 'PerUser': '2.90'}",1169,{'PerMillion': '480'}
228,2020-08-14,"{'PerMillion': '40', 'PerUser': '3.10'}",1062,{'PerMillion': '500'}
229,2020-08-15,"{'PerMillion': '47', 'PerUser': '3.10'}",987,{'PerMillion': '530'}
230,2020-08-16,"{'PerMillion': '32', 'PerUser': '2.60'}",1321,{'PerMillion': '440'}
231,2020-08-17,"{'PerMillion': '41', 'PerUser': '3.30'}",1008,{'PerMillion': '530'}
232,2020-08-18,"{'PerMillion': '31', 'PerUser': '2.80'}",1302,{'PerMillion': '450'}
233,2020-08-19,"{'PerMillion': '45', 'PerUser': '3.50'}",998,{'PerMillion': '520'}
234,2020-08-20,"{'PerMillion': '42', 'PerUser': '3.20'}",967,{'PerMillion': '540'}
235,2020-08-21,"{'PerMillion': '44', 'PerUser': '3.40'}",1033,{'PerMillion': '500'}
236,2020-08-22,"{'PerMillion': '60', 'PerUser': '3.80'}",876,{'PerMillion': '530'}
237,2020-08-23,"{'PerMillion': '27', 'PerUser': '2.90'}",1832,{'PerMillion': '310'}
238,2020-08-24,"{'PerMillion': '38', 'PerUser': '3.20'}",1086,{'PerMillion': '500'}
239,2020-08-25,"{'PerMillion': '43', 'PerUser': '3.40'}",1000,{'PerMillion': '520'}
240,2020-08-26,"{'PerMillion': '36', 'PerUser': '3.10'}",1113,{'PerMillion': '490'}
241,2020-08-27,"{'PerMillion': '35', 'PerUser': '2.60'}",1040,{'PerMillion': '540'}
242,2020-08-28,"{'PerMillion': '38', 'PerUser': '3.30'}",1127,{'PerMillion': '470'}
243,2020-08-29,"{'PerMillion': '39', 'PerUser': '3.00'}",1175,{'PerMillion': '460'}
244,2020-08-30,"{'PerMillion': '45', 'PerUser': '3.40'}",1117,{'PerMillion': '460'}
245,2020-08-31,"{'PerMillion': '46', 'PerUser': '3.10'}",859,{'PerMillion': '620'}
246,2020-09-01,"{'PerMillion': '65', 'PerUser': '4.00'}",681,{'PerMillion': '690'}
247,2020-09-02,"{'PerMillion': '36', 'PerUser': '3.10'}",1135,{'PerMillion': '490'}
248,2020-09-03,"{'PerMillion': '24', 'PerUser': '3.00'}",1792,{'PerMillion': '320'}
249,2020-09-04,"{'PerMillion': '52', 'PerUser': '3.20'}",750,{'PerMillion': '650'}
250,2020-09-05,"{'PerMillion': '47', 'PerUser': '2.90'}",908,{'PerMillion': '580'}
251,2020-09-06,"{'PerMillion': '57', 'PerUser': '3.70'}",872,{'PerMillion': '550'}
252,2020-09-07,"{'PerMillion': '22', 'PerUser': '3.10'}",2063,{'PerMillion': '290'}
253,2020-09-08,"{'PerMillion': '49', 'PerUser': '3.80'}",920,{'PerMillion': '540'}
254,2020-09-09,"{'PerMillion': '36', 'PerUser': '3.10'}",1101,{'PerMillion': '490'}
255,2020-09-10,"{'PerMillion': '45', 'PerUser': '3.30'}",891,{'PerMillion': '580'}
256,2020-09-11,"{'PerMillion': '37', 'PerUser': '3.20'}",1137,{'PerMillion': '470'}
257,2020-09-12,"{'PerMillion': '40', 'PerUser': '2.80'}",1062,{'PerMillion': '510'}
258,2020-09-13,"{'PerMillion': '38', 'PerUser': '3.00'}",1220,{'PerMillion': '450'}
259,2020-09-14,"{'PerMillion': '37', 'PerUser': '3.50'}",1164,{'PerMillion': '450'}
260,2020-09-15,"{'PerMillion': '42', 'PerUser': '3.60'}",1037,{'PerMillion': '500'}
261,2020-09-16,"{'PerMillion': '36', 'PerUser': '2.90'}",1075,{'PerMillion': '520'}
262,2020-09-17,"{'PerMillion': '39', 'PerUser': '3.00'}",955,{'PerMillion': '550'}
263,2020-09-18,"{'PerMillion': '43', 'PerUser': '3.40'}",1006,{'PerMillion': '520'}
264,2020-09-19,"{'PerMillion': '46', 'PerUser': '3.10'}",958,{'PerMillion': '540'}
265,2020-09-20,"{'PerMillion': '41', 'PerUser': '2.80'}",1031,{'PerMillion': '540'}
266,2020-09-21,"{'PerMillion': '41', 'PerUser': '4.00'}",1161,{'PerMillion': '430'}
267,2020-09-22,"{'PerMillion': '43', 'PerUser': '3.70'}",1065,{'PerMillion': '480'}
268,2020-09-23,"{'PerMillion': '40', 'PerUser': '3.50'}",1088,{'PerMillion': '480'}
269,2020-09-24,"{'PerMillion': '38', 'PerUser': '3.10'}",1048,{'PerMillion': '520'}
270,2020-09-25,"{'PerMillion': '32', 'PerUser': '3.20'}",1293,{'PerMillion': '420'}
271,2020-09-26,"{'PerMillion': '45', 'PerUser': '3.60'}",1139,{'PerMillion': '460'}
272,2020-09-27,"{'PerMillion': '36', 'PerUser': '3.00'}",1314,{'PerMillion': '440'}
