,Date,PageViews,Rank,Reach
86,2020-03-25,"{'PerMillion': '30', 'PerUser': '3.30'}",1723,{'PerMillion': '360'}
87,2020-03-26,"{'PerMillion': '23', 'PerUser': '2.50'}",1763,{'PerMillion': '370'}
88,2020-03-27,"{'PerMillion': '17', 'PerUser': '3.50'}",3299,{'PerMillion': '190'}
89,2020-03-28,"{'PerMillion': '17', 'PerUser': '2.40'}",2625,{'PerMillion': '260'}
90,2020-03-29,"{'PerMillion': '17', 'PerUser': '2.90'}",3225,{'PerMillion': '200'}
91,2020-03-30,"{'PerMillion': '23', 'PerUser': '2.50'}",1840,{'PerMillion': '360'}
92,2020-03-31,"{'PerMillion': '17', 'PerUser': '2.50'}",2608,{'PerMillion': '260'}
93,2020-04-01,"{'PerMillion': '32', 'PerUser': '5.10'}",2114,{'PerMillion': '260'}
94,2020-04-02,"{'PerMillion': '7.7', 'PerUser': '2.30'}",5423,{'PerMillion': '130'}
95,2020-04-03,"{'PerMillion': '16', 'PerUser': '2.70'}",2953,{'PerMillion': '220'}
96,2020-04-04,"{'PerMillion': '22', 'PerUser': '3.10'}",2505,{'PerMillion': '250'}
97,2020-04-05,"{'PerMillion': '20', 'PerUser': '3.20'}",2927,{'PerMillion': '220'}
98,2020-04-06,"{'PerMillion': '12', 'PerUser': '3.10'}",4420,{'PerMillion': '150'}
99,2020-04-07,"{'PerMillion': '14', 'PerUser': '2.20'}",2951,{'PerMillion': '240'}
100,2020-04-08,"{'PerMillion': '14', 'PerUser': '2.30'}",3008,{'PerMillion': '230'}
101,2020-04-09,"{'PerMillion': '12', 'PerUser': '3.10'}",4466,{'PerMillion': '150'}
102,2020-04-10,"{'PerMillion': '15', 'PerUser': '2.70'}",3282,{'PerMillion': '200'}
103,2020-04-11,"{'PerMillion': '17', 'PerUser': '2.10'}",2450,{'PerMillion': '280'}
104,2020-04-12,"{'PerMillion': '24', 'PerUser': '2.70'}",2057,{'PerMillion': '310'}
105,2020-04-13,"{'PerMillion': '15', 'PerUser': '2.60'}",3142,{'PerMillion': '220'}
106,2020-04-14,"{'PerMillion': '13', 'PerUser': '3.00'}",3877,{'PerMillion': '170'}
107,2020-04-15,"{'PerMillion': '14', 'PerUser': '2.90'}",3423,{'PerMillion': '190'}
108,2020-04-16,"{'PerMillion': '17', 'PerUser': '2.90'}",2758,{'PerMillion': '230'}
109,2020-04-17,"{'PerMillion': '6.8', 'PerUser': '2.30'}",6131,{'PerMillion': '110'}
